5.220000000000000000e+02 1.044000000000000000e+03 1.566000000000000000e+03
4.790000000000000000e+02 9.580000000000000000e+02 1.437000000000000000e+03
4.300000000000000000e+01 8.600000000000000000e+01 1.290000000000000000e+02
1.500000000000000000e+01 3.000000000000000000e+01 4.500000000000000000e+01
1.410000000000000000e+02 2.820000000000000000e+02 4.230000000000000000e+02
1.140000000000000000e+02 2.280000000000000000e+02 3.420000000000000000e+02
5.690000000000000000e+02 1.138000000000000000e+03 1.707000000000000000e+03
9.280000000000000000e+02 1.856000000000000000e+03 2.784000000000000000e+03
9.350000000000000000e+02 1.870000000000000000e+03 2.805000000000000000e+03
2.070000000000000000e+02 4.140000000000000000e+02 6.210000000000000000e+02
8.190000000000000000e+02 1.638000000000000000e+03 2.457000000000000000e+03
3.140000000000000000e+02 6.280000000000000000e+02 9.420000000000000000e+02
7.420000000000000000e+02 1.484000000000000000e+03 2.226000000000000000e+03
6.600000000000000000e+02 1.320000000000000000e+03 1.980000000000000000e+03
9.350000000000000000e+02 1.870000000000000000e+03 2.805000000000000000e+03
5.300000000000000000e+01 1.060000000000000000e+02 1.590000000000000000e+02
6.990000000000000000e+02 1.398000000000000000e+03 2.097000000000000000e+03
1.160000000000000000e+02 2.320000000000000000e+02 3.480000000000000000e+02
8.360000000000000000e+02 1.672000000000000000e+03 2.508000000000000000e+03
8.600000000000000000e+02 1.720000000000000000e+03 2.580000000000000000e+03
3.150000000000000000e+02 6.300000000000000000e+02 9.450000000000000000e+02
7.530000000000000000e+02 1.506000000000000000e+03 2.259000000000000000e+03
9.100000000000000000e+01 1.820000000000000000e+02 2.730000000000000000e+02
6.310000000000000000e+02 1.262000000000000000e+03 1.893000000000000000e+03
3.800000000000000000e+02 7.600000000000000000e+02 1.140000000000000000e+03
7.210000000000000000e+02 1.442000000000000000e+03 2.163000000000000000e+03
7.630000000000000000e+02 1.526000000000000000e+03 2.289000000000000000e+03
6.340000000000000000e+02 1.268000000000000000e+03 1.902000000000000000e+03
6.740000000000000000e+02 1.348000000000000000e+03 2.022000000000000000e+03
7.000000000000000000e+01 1.400000000000000000e+02 2.100000000000000000e+02
9.100000000000000000e+02 1.820000000000000000e+03 2.730000000000000000e+03
6.490000000000000000e+02 1.298000000000000000e+03 1.947000000000000000e+03
9.630000000000000000e+02 1.926000000000000000e+03 2.889000000000000000e+03
4.570000000000000000e+02 9.140000000000000000e+02 1.371000000000000000e+03
5.300000000000000000e+01 1.060000000000000000e+02 1.590000000000000000e+02
2.700000000000000000e+01 5.400000000000000000e+01 8.100000000000000000e+01
7.660000000000000000e+02 1.532000000000000000e+03 2.298000000000000000e+03
4.980000000000000000e+02 9.960000000000000000e+02 1.494000000000000000e+03
6.760000000000000000e+02 1.352000000000000000e+03 2.028000000000000000e+03
4.330000000000000000e+02 8.660000000000000000e+02 1.299000000000000000e+03
6.690000000000000000e+02 1.338000000000000000e+03 2.007000000000000000e+03
4.450000000000000000e+02 8.900000000000000000e+02 1.335000000000000000e+03
4.210000000000000000e+02 8.420000000000000000e+02 1.263000000000000000e+03
4.390000000000000000e+02 8.780000000000000000e+02 1.317000000000000000e+03
4.200000000000000000e+01 8.400000000000000000e+01 1.260000000000000000e+02
5.570000000000000000e+02 1.114000000000000000e+03 1.671000000000000000e+03
4.260000000000000000e+02 8.520000000000000000e+02 1.278000000000000000e+03
3.400000000000000000e+01 6.800000000000000000e+01 1.020000000000000000e+02
6.080000000000000000e+02 1.216000000000000000e+03 1.824000000000000000e+03
3.720000000000000000e+02 7.440000000000000000e+02 1.116000000000000000e+03
1.900000000000000000e+02 3.800000000000000000e+02 5.700000000000000000e+02
5.900000000000000000e+02 1.180000000000000000e+03 1.770000000000000000e+03
2.500000000000000000e+01 5.000000000000000000e+01 7.500000000000000000e+01
9.970000000000000000e+02 1.994000000000000000e+03 2.991000000000000000e+03
1.860000000000000000e+02 3.720000000000000000e+02 5.580000000000000000e+02
7.870000000000000000e+02 1.574000000000000000e+03 2.361000000000000000e+03
1.280000000000000000e+02 2.560000000000000000e+02 3.840000000000000000e+02
3.380000000000000000e+02 6.760000000000000000e+02 1.014000000000000000e+03
7.030000000000000000e+02 1.406000000000000000e+03 2.109000000000000000e+03
4.890000000000000000e+02 9.780000000000000000e+02 1.467000000000000000e+03
4.040000000000000000e+02 8.080000000000000000e+02 1.212000000000000000e+03
9.490000000000000000e+02 1.898000000000000000e+03 2.847000000000000000e+03
5.390000000000000000e+02 1.078000000000000000e+03 1.617000000000000000e+03
8.080000000000000000e+02 1.616000000000000000e+03 2.424000000000000000e+03
8.930000000000000000e+02 1.786000000000000000e+03 2.679000000000000000e+03
1.640000000000000000e+02 3.280000000000000000e+02 4.920000000000000000e+02
3.770000000000000000e+02 7.540000000000000000e+02 1.131000000000000000e+03
6.330000000000000000e+02 1.266000000000000000e+03 1.899000000000000000e+03
9.840000000000000000e+02 1.968000000000000000e+03 2.952000000000000000e+03
9.160000000000000000e+02 1.832000000000000000e+03 2.748000000000000000e+03
3.500000000000000000e+01 7.000000000000000000e+01 1.050000000000000000e+02
9.680000000000000000e+02 1.936000000000000000e+03 2.904000000000000000e+03
4.230000000000000000e+02 8.460000000000000000e+02 1.269000000000000000e+03
8.200000000000000000e+01 1.640000000000000000e+02 2.460000000000000000e+02
9.630000000000000000e+02 1.926000000000000000e+03 2.889000000000000000e+03
6.580000000000000000e+02 1.316000000000000000e+03 1.974000000000000000e+03
6.790000000000000000e+02 1.358000000000000000e+03 2.037000000000000000e+03
4.280000000000000000e+02 8.560000000000000000e+02 1.284000000000000000e+03
6.610000000000000000e+02 1.322000000000000000e+03 1.983000000000000000e+03
7.850000000000000000e+02 1.570000000000000000e+03 2.355000000000000000e+03
8.320000000000000000e+02 1.664000000000000000e+03 2.496000000000000000e+03
6.610000000000000000e+02 1.322000000000000000e+03 1.983000000000000000e+03
3.250000000000000000e+02 6.500000000000000000e+02 9.750000000000000000e+02
1.920000000000000000e+02 3.840000000000000000e+02 5.760000000000000000e+02
1.150000000000000000e+02 2.300000000000000000e+02 3.450000000000000000e+02
3.580000000000000000e+02 7.160000000000000000e+02 1.074000000000000000e+03
9.240000000000000000e+02 1.848000000000000000e+03 2.772000000000000000e+03
1.600000000000000000e+01 3.200000000000000000e+01 4.800000000000000000e+01
9.610000000000000000e+02 1.922000000000000000e+03 2.883000000000000000e+03
8.630000000000000000e+02 1.726000000000000000e+03 2.589000000000000000e+03
5.480000000000000000e+02 1.096000000000000000e+03 1.644000000000000000e+03
4.030000000000000000e+02 8.060000000000000000e+02 1.209000000000000000e+03
8.000000000000000000e+01 1.600000000000000000e+02 2.400000000000000000e+02
5.940000000000000000e+02 1.188000000000000000e+03 1.782000000000000000e+03
9.910000000000000000e+02 1.982000000000000000e+03 2.973000000000000000e+03
7.600000000000000000e+02 1.520000000000000000e+03 2.280000000000000000e+03
9.000000000000000000e+00 1.800000000000000000e+01 2.700000000000000000e+01
7.280000000000000000e+02 1.456000000000000000e+03 2.184000000000000000e+03
8.320000000000000000e+02 1.664000000000000000e+03 2.496000000000000000e+03
2.200000000000000000e+01 4.400000000000000000e+01 6.600000000000000000e+01
